username,name,location,tweet_text,created_at,retweets,likes,language
bundesnews1,Zentral NewsOffice,Berlin,"Sei Schlau, Wähle Blau - Der epische AfD-Wahlsong #afd #deutschland #musik 

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke #Alternativefürdeutschland https://t.co/JwyNfVa9DP https://t.co/WqTtSubGce",2025-01-08 11:31:27+00:00,8,10,de
LaLobaHH63,La La La HH,"Hamburg, Deutschland","#Silvester
Bei uns in der Umgebung wohnen viele verschiedene Kulturen. 
Die jungen #Männer sind meist in Gruppen unterwegs.
Die #Deutsche n sind dabei meist in der Unterzahlt, passen sich den Männern mit MiHiGru an, übernehmen deren Ansichten/Verhalten.
Das ist nicht immer gut!",2025-01-08 11:25:18+00:00,0,0,de
bundesnews1,Zentral NewsOffice,Berlin,"AFD Hymne: Stolz und Stark #AfD 

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke #Alternativefürdeutschland https://t.co/UAgzF2vUmT https://t.co/WqTtSubGce",2025-01-08 11:24:42+00:00,8,10,en
bundesnews1,Zentral NewsOffice,Berlin,"Wir Lachen Über Euch – AfD Song 

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke #Alternativefürdeutschland https://t.co/mwuqVcXcBp https://t.co/WqTtSubGce",2025-01-08 11:22:25+00:00,8,10,de
bundesnews1,Zentral NewsOffice,Berlin,"Alternative für Deutschland - Der Song zur Veränderung #afd #deutschland #Alternativefürdeutschland

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke https://t.co/ODTuZUOn6s https://t.co/WqTtSubGce",2025-01-08 11:19:30+00:00,8,10,de
bundesnews1,Zentral NewsOffice,Berlin,"Unerschütterlich - Kraftvoller Song über Entschlossenheit und Widerstand | AFD Anthem

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke https://t.co/0Xe1ySP9LA https://t.co/WqTtSubGce",2025-01-08 11:17:31+00:00,8,10,de
bundesnews1,Zentral NewsOffice,Berlin,"Ein Volk vereint: Der AFD-Song für eine starke Zukunft 
#afd #deutschland 

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke https://t.co/hhVuCaLplK https://t.co/WqTtSubGce",2025-01-08 11:14:26+00:00,8,10,de
bundesnews1,Zentral NewsOffice,Berlin,"Ins Rechte Licht - Ein Song über AFD, FPÖ und mediale Verzerrungen
#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke https://t.co/FrlNraKrHB https://t.co/WqTtSubGce",2025-01-08 11:12:36+00:00,8,11,de
bundesnews1,Zentral NewsOffice,Berlin,"Ein Volk vereint: Der AFD-Song für eine starke Zukunft

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke https://t.co/IOITZsFVTo https://t.co/WqTtSubGce",2025-01-08 11:10:16+00:00,8,10,de
bundesnews1,Zentral NewsOffice,Berlin,"Ein Volk Vereint: Der AFD-Wahlprogrammsong für eine Starke Zukunft

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke https://t.co/I4iJGxJuiC https://t.co/WqTtSubGce",2025-01-08 11:07:33+00:00,8,10,de
bundesnews1,Zentral NewsOffice,Berlin,"Alternative für Deutschland - Ein Song für eine bessere Zukunft | Frieden und Sicherheit

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland #s04 #blauweiß #schalke https://t.co/apUDuBeRnv https://t.co/WqTtSubGce",2025-01-08 11:03:28+00:00,8,10,de
DYL_Ulenspiegel,Ulenspiegel ™ 🦉,"Braunschweig, Deutschland","@WDRaktuell Klar!! Schuld sind immer die anderen, nicht die Politiker die von den jammernden Wirten und Anwohnern gewählt werden.  #Silvester",2025-01-08 11:01:15+00:00,0,2,de
bundesnews1,Zentral NewsOffice,Berlin,"AfD Liebeshymne - Ein Song für Alice Weidel und Tino Chrupalla

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern #deutschland https://t.co/9H6LbhowG5 https://t.co/WqTtSubGce",2025-01-08 11:01:07+00:00,8,10,de
bundesnews1,Zentral NewsOffice,Berlin,"Unser Stolz, Euer Neid | Rock für die AfD #AFD #Deutschland #Neid

#neukölln #Schönefeld #Boellerverbot #Berlin #silvester #alexanderplatz #afd #hamburg #nrw #niedersachsen #bayern https://t.co/Es2O7YU0Ga https://t.co/WqTtSubGce",2025-01-08 10:57:09+00:00,8,10,de
Scalpdate,Back2Trend,,"#Silvester #Siber Long
SYSTEMUPDATE! https://t.co/X8QpmDxul6",2025-01-08 10:00:07+00:00,0,0,en
