username,name,location,tweet_text,created_at,retweets,likes,language
DieterTillmann,"Kees van Wonderen, Trainer Nr.84 beim S04",Assholevillage,"@patr28145 @Fazer_DDorf @Lam3th Nicht von dem #Messer o. dem #Feuerwerk geht die Gefahr aus!

Sie geht von dem #Menschen aus, der das Messer führt bzw. das Feuerwerk in Rtg Menschen/Gebäude zündet.

Wir lösen das nicht mit Verboten, sondern mit Abschiebung/Bestrafung.",2025-01-05 09:13:25+00:00,0,1,de
blaubeerblau2,blaubeerblau,liminal space,"@squirrelpics1 Wäre es nicht wesentlich sinnvoller, den Verkauf von #Böller #Feuerwerk zu verbieten???

#Boellerverbot",2025-01-05 09:13:25+00:00,0,1,de
DieterTillmann,"Kees van Wonderen, Trainer Nr.84 beim S04",Assholevillage,"@Fazer_DDorf @Lam3th Denken wir an 2015, als uns gesagt wurde, wir sollten nicht Böllern, weil die #Flüchtlinge traumatisiert sein könnten.
Heute sind es genau diese #Migranten, die auf deutschen Straßen, mit dem #Feuerwerk die Atmosphäre eines #Bürgerkrieg|s herstellen.
Sie sind umgehend auszuweisen",2025-01-05 09:04:23+00:00,0,2,de
AndreasMaisch,Andreas Maisch,Berlin,"Sinnvolle #Petition für ein bundesweites Böllerverbot.
In der Chaoten-Stadt #Berlin wäre ein Böllerverbot sinnvoll, stattdessen könnten die Bezirke professionelles #Feuerwerk ausrichten. https://t.co/GGjSg01SIf
#Silvester #Boellerverbot",2025-01-05 09:03:48+00:00,0,1,de
karl_zeisig,karl zeisig,,#Silvester #Tradition #Berlin #Polizei #Böller #Feuerwerk #Faeser  #Schö... https://t.co/YDR0A6bwtr via @YouTube,2025-01-05 06:46:23+00:00,0,0,und
Braswyn0xr,Laura,Prague,"Starting 2025 surrounded by Madeira’s stunning volcanic beauty – a perfect way to ignite fresh goals! 🌋🎯

#Vera
#Feuerwerk
#Steve Smith
#NDvsUGA
#KingPowerFuntasticxSkyNani
#GameChangerTrailer
#MilePhakphum https://t.co/YMoc23S3Sx https://t.co/bKlj9ziOiF",2025-01-05 05:07:47+00:00,0,0,en
DrakoonLP,☢️🧬DrakoonLP🇪🇺🇩🇪,,Liked on YouTube: Pyro Launcher (Abschussbecher) Vogelschreck &amp; Ratterpatronen #Schreckschuss #vogelschreck #Feuerwerk https://t.co/bROOwQ32MU,2025-01-05 03:45:34+00:00,0,0,de
PachT1945,P. Achim Tettschlag,Erfurt-Melchendorf,05.01.25 #BÖLLER &amp; #FEUERWERK statt #PAUSENBROT  -   das ist geistige #VERARMUNG # https://t.co/BTfHFEU946 via @PachT,2025-01-05 03:15:39+00:00,0,1,de
AsterixohneA,TorpedoStiesel,Deutschland,"Hallo 2025... 

 #neuesjahrneuesglück #2025newyear #berlin #deutschland #germany #Firework #feuerwerk #silvester #canon 
--
Canon 90D / Canon EF-S 18 - 135 mm
Shutter 4""5 BULB (o. Stativ) / Blende 10 / ISO 400 https://t.co/hqMZiJdbox",2025-01-05 01:35:30+00:00,0,0,en
612Mondkalb,Mondschein17 💥🐸❤️🐱,,"Nur ne Nacht ...😉🧐🤡 wusste ich doch 
#Raketen #Silvester #Bild war dabei 😉🤡 #Feuerwerk https://t.co/Ut8SL6Q0g8",2025-01-04 23:12:19+00:00,0,0,de
scottishman1302,𝕵𝖔𝖍𝖓 🏴󠁧󠁢󠁳󠁣󠁴󠁿 𝕾𝖎𝖓𝖈𝖑𝖆𝖎𝖗,Walhalla,Vitali Spezial 💀😂 #chef #arbeit #russkibrat55 #viralvideo #feuerwerk #fo... https://t.co/qJDvedDJpl via @YouTube,2025-01-04 23:03:16+00:00,0,2,it
FrankPu10,Frank Pu,Deutschland,"@CScharun Was hat bitte das eine mit dem anderen zu tun?! Was juckt es denn diese Leute ob es ein „Böllerverbot“ gibt oder nicht, die werden sich trotzdem ihr eigenen Böller basteln oder illegale aus dem Ausland zünden. Hättest du dir sparen können den Post. #Feuerwerk #Silvester",2025-01-04 23:01:26+00:00,0,1,de
Emil_Blume,🚟 Emil Blume ★★★,Nordrhein-Westfalen,#Feuerwerk #Böller https://t.co/biRXtn2wJt,2025-01-04 21:35:00+00:00,0,1,qht
FehringerMartin,Martin Fehringer, 🇩🇪🇨🇭🇦🇹🇺🇸🇪🇺,"Richtig so! #AttalahYounes schoss #Feuerwerk in #Kinderzimmer: Raketen-Rambo festgenommen! Wann lernt die #Politik, @c_lindner und @_FriedrichMerz ? https://t.co/AG5SlQTHyH",2025-01-04 20:31:54+00:00,0,3,de
Hotfogel,Jutn Tach 👍 ✘,,"Der mit #Silvesterrakete #Kinderzimmer anzündende #AttalahYounes läuft wie viele andere seinesgleichen in weißer, flauschiger Oberbekleidung herum, wie ein sowas von cleanes Unschuldslamm. Aber was hat er im Kopf?#Feuerwerk #Berlin #Kinderzimmer #neukölln https://t.co/lT2YFirpxo",2025-01-04 20:06:45+00:00,0,0,de
info_bitte,info_bitte,everyplace,"Attalah Younes schoss #Feuerwerk in Kinderzimmer: #Raketen-Rambo festgenommen

https://t.co/RWJYkGuCNL

Kaum vorstellbar, daß man den Typen festgenommen hätte, wenn nicht das Rechtsbewusstsein der vielen Millionen Menschen in #Deutschland die Behörden zum Handeln gezwungen hätte.",2025-01-04 18:45:28+00:00,0,1,de
berlinerzeitung,Berliner Zeitung,"Berlin, Deutschland",Kanzler Scholz: „Ein #Boellerverbot finde ich irgendwie komisch.“ #OlafScholz #Silvester #Feuerwerk #Debatte https://t.co/IVpjzg1QsJ,2025-01-04 18:41:09+00:00,2,22,de
ms_clueless1,Kat Zen,,"Das sind doch mal gute Nachrichten #AttalahYounes wurde verhaftet, als er sich vom Acker machen wollte. #Feuerwerk #Silvester2025 #Berlin #Kinderzimmer https://t.co/kDsJlUe5o7",2025-01-04 18:29:38+00:00,0,3,de
Greider_Ger,Greider 🏺🏛️🏺,,@bzberlin Vielleicht sollten besser die Talahons verboten werden und nicht das bei Lidl und Aldi verkaufte #Feuerwerk 🥳💁🏼‍♂️,2025-01-04 18:06:14+00:00,0,2,de
Greider_Ger,Greider 🏺🏛️🏺,,@WDRaktuell @GdPHauptstadt Vielleicht sollten besser die Talahons verboten werden und nicht das bei Lidl und Aldi verkaufte #Feuerwerk 🥳💁🏼‍♂️,2025-01-04 18:05:35+00:00,0,0,de
ErikaH40758659,Erika H,,#Silvester #Tradition #Berlin #Polizei #Böller #Feuerwerk #Faeser  #Schö... https://t.co/wmxGw0qbbx via @YouTube,2025-01-04 17:56:31+00:00,0,2,und
